Method,Mode,Gamma,Abs Error,Rel Error
Curriculum Training,4,20,0.23052147030830383,23.052147030830383
Curriculum Training,4,40,0.9233103394508362,92.33103394508362
Curriculum Training,4,60,2.051955223083496,205.1955223083496
Curriculum Training,4,80,3.6538615226745605,365.38615226745605
Curriculum Training,4,100,5.731053352355957,573.1053352355957
Curriculum Training,5,0,4.037887623712072e-06,0.0020142960042162216
Curriculum Training,5,20,0.2216687649488449,22.16687649488449
Curriculum Training,5,40,0.8546572923660278,85.46572923660278
Curriculum Training,5,60,1.725016474723816,172.5016474723816
Curriculum Training,5,80,2.8333547115325928,283.3354711532593
Curriculum Training,5,100,4.240825653076172,424.0825653076172
PL-PINN (ours),0,0,0.0002681377673057705,0.1778172698993905
PL-PINN (ours),0,20,0.15277311205863953,15.277311205863953
PL-PINN (ours),0,40,0.04271039739251137,4.271039739251137
PL-PINN (ours),0,60,0.004763346165418625,0.4763346165418625
PL-PINN (ours),0,80,0.0016494645969942212,0.16494645969942212
PL-PINN (ours),0,100,0.0005201420281082392,0.05201420281082392
PL-PINN (ours),1,0,7.0894581542107e-05,0.034950264541203875
PL-PINN (ours),1,20,0.31199362874031067,31.199362874031067
PL-PINN (ours),1,40,0.3989216983318329,39.89216983318329
PL-PINN (ours),1,60,0.37131544947624207,37.13154494762421
PL-PINN (ours),1,80,0.4993991553783417,49.93991553783417
PL-PINN (ours),1,100,0.623259425163269,62.325942516326904
PL-PINN (ours),2,0,0.00023407048194708875,0.13444558862785
PL-PINN (ours),2,20,0.22679480910301208,22.67948091030121
PL-PINN (ours),2,40,0.28615814447402954,28.615814447402954
PL-PINN (ours),2,60,0.3691248893737793,36.91248893737793
PL-PINN (ours),2,80,0.4462777078151703,44.62777078151703
PL-PINN (ours),2,100,0.5195205807685852,51.95205807685852
PL-PINN (ours),3,0,7.202993295228876e-05,0.03512096123088785
PL-PINN (ours),3,20,0.5022813677787781,50.22813677787781
PL-PINN (ours),3,40,0.7890547513961792,78.90547513961792
PL-PINN (ours),3,60,0.7823322415351868,78.23322415351868
PL-PINN (ours),3,80,0.9361542463302612,93.61542463302612
PL-PINN (ours),3,100,1.0814793109893799,108.14793109893799
PL-PINN (ours),4,0,0.0001454458347430424,0.0750009149155394
PL-PINN (ours),4,20,0.46957024931907654,46.957024931907654
PL-PINN (ours),4,40,0.7874466776847839,78.7446677684784
PL-PINN (ours),4,60,1.1367099285125732,113.67099285125732
PL-PINN (ours),4,80,1.4541237354278564,145.41237354278564
PL-PINN (ours),4,100,1.1062175035476685,110.62175035476685
PL-PINN (ours),5,0,9.274090529593351e-05,0.047086041462219286
PL-PINN (ours),5,20,0.5220668315887451,52.20668315887451
PL-PINN (ours),5,40,0.40270692110061646,40.270692110061646
PL-PINN (ours),5,60,0.43251436948776245,43.251436948776245
PL-PINN (ours),5,80,0.4508993625640869,45.08993625640869
PL-PINN (ours),5,100,0.5154390931129456,51.543909311294556
